date,regime,weights_mode,q_noise,r_noise,subfactor_w_ev_ebitda,subfactor_w_fcf_yield,subfactor_w_earnings_yield,subfactor_w_roic,subfactor_w_net_debt_ebitda,subfactor_w_gross_margin,subfactor_w_rev_growth_ttm,subfactor_w_eps_growth_fy1,subfactor_w_rev_growth_ntm,subfactor_w_return_12m_ex1,subfactor_w_return_6m,subfactor_w_return_12m,subfactor_w_eps_revision_1m,subfactor_w_delta_roic,subfactor_w_delta_gross_margin,subfactor_w_delta_oper_margin,subfactor_w_gp_over_assets,subfactor_w_accruals,subfactor_w_piotroski_f_score,subfactor_w_ev_ebit,subfactor_w_book_to_price,subfactor_w_rd_intensity,subfactor_w_high52w_proximity,subfactor_w_market_beta_756d,subfactor_w_idiosyncratic_vol_63d,factor_w_value,factor_w_quality,factor_w_growth,factor_w_momentum,factor_w_revisions,factor_w_prof_momentum,factor_w_lowvol
2014-01-30,NORMAL,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-03-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-04-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-05-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-06-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-07-31,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-08-29,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-09-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-10-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-11-28,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2014-12-31,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-01-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-02-27,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-03-31,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-04-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-05-29,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-06-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-07-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-08-31,STRESS,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-09-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-10-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-11-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2015-12-31,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-01-29,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-02-29,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-03-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-04-29,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-05-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-06-30,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-07-29,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-08-31,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-09-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-10-31,NORMAL,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
2016-11-30,CALM,dynamic,0.0021935321991211,0.0204341430973067,0.0472757695397977,0.0154695259389968,1.1432725937434245e-18,0.0,0.0033353220587465,0.0556763157697589,3.7809246558015865e-18,0.0529684269430627,0.0202187296107851,0.2531255239146194,1.056221317414023e-18,0.0,0.0774907227258366,0.0719357744610349,0.0292078328803315,0.1147843306001571,9.912217966805188e-18,0.1474251540792578,0.0,0.0403741084492277,8.414944026970838e-19,0.0,3.1106287288877153e-18,0.0,0.0707124630283866,0.1031194039280222,0.2064367919077632,0.0731871565538478,0.2531255239146194,0.0774907227258366,0.21592793794152348,0.0707124630283866
